Province,DHI202201,DHI202202,DHI202203,DHI202204,DHI202205,DHI202206,DHI202207,DHI202208,DHI202209,DHI202210,DHI202211,DHI202212
Ho Chi Minh,0.504667663806339,0.4078828411314181,0.38003824094665617,0.4009804297465248,0.44202192337779544,0.5239543970182362,0.5550195019042156,0.5743847929280873,0.5485132495337494,0.5447572067847449,0.5318965134241325,0.5391706135095381
Hoa Binh,0.5113479176861584,0.38599038430444726,0.31740002546508655,0.4223496127854794,0.36823414855788256,0.45665533378843964,0.5045380922174924,0.542327992864155,0.49900737747437385,0.46806644848637097,0.5189823392638065,0.4903712993899551
Hung Yen,0.5363391474165442,0.402414450113196,0.4735039252515186,0.523358109571759,0.42010102254351483,0.46920348903820386,0.5005428768764335,0.5169017933631807,0.5148278029377669,0.5345978100971783,0.501531565183077,0.5235925142428209
Khanh Hoa,0.5040170206085004,0.42498756335987514,0.38547865276985244,0.3958889108118319,0.40716897135904395,0.4894990630306875,0.4721436669984947,0.46907405119262024,0.4431220968531555,0.47673232599436693,0.5318124880380899,0.5376016066074342
Kien Giang,0.436748298285118,0.44130223517884387,0.38653926477113537,0.42808290025354834,0.45743745478513326,0.5082792394657202,0.49428671954602027,0.550791585972655,0.5577564550957708,0.5983700803779136,0.5399338397418346,0.48125772735919564
Kon Tum,0.5341920635809683,0.429617937605147,0.3022661741613379,0.3600562513401223,0.4161977859993488,0.5065899913938255,0.4860458899128501,0.5111358436600705,0.4517461310296864,0.44347212832262745,0.46561385570373465,0.4778425711203875
Lai Chau,0.3856014090020529,0.3182224976396382,0.29192746854131185,0.3826785861560876,0.41983631050957365,0.4599535273721351,0.5606947957869409,0.6194675483593052,0.6511576917934864,0.6343433869810003,0.664260285513382,0.5312335723896463
Lam Dong,0.4588322662889061,0.38651615137934703,0.3325286407974671,0.41831351895049246,0.454534270447345,0.4814516831724847,0.47599208737311977,0.4724888731468337,0.4947458202507739,0.5104655605584159,0.5073838657389844,0.49203855603328667
Lang Son,0.5060869591552564,0.3743394405737556,0.44659821658508925,0.4887405759017949,0.41235115996344207,0.4407471251511518,0.4897053314860419,0.5470004694319319,0.5263514031863813,0.4774955027949676,0.5396181580749144,0.5025226876403945
Lao Cai,0.4681618923525622,0.41752286815115836,0.4305824422818891,0.5056973683011412,0.43482682956829316,0.46262117722471247,0.5220697195136935,0.5903733269825121,0.58570492002457,0.5554133197286673,0.5941156425952032,0.5025012689895197
Long An,0.44302607803106725,0.3418948679931551,0.2965924884869073,0.3481234971720446,0.36066436553763226,0.4558145338279341,0.4492687360087978,0.542227959413963,0.5440949087023685,0.5315217617254931,0.5115766367070526,0.5040500271644456
Nam Dinh,0.5860700764583642,0.4886657079003639,0.5002004178388425,0.5216925462748857,0.4388904871869973,0.4581660837276985,0.5321185503666602,0.48381115186136975,0.4612359409000802,0.49450199609379863,0.48086200194720413,0.5153501915346921
Nghe An,0.5603491848283365,0.3778067769742114,0.2646831672984629,0.3641749070231889,0.36587781570455974,0.47372241276729216,0.4674899727906304,0.5105104421822239,0.4444597259020033,0.4763254992549775,0.5047284274194875,0.5086451586163033
Ninh Binh,0.595043889143542,0.4525329372008471,0.40421100540374183,0.4898255088442188,0.40263189706938435,0.4512840234903761,0.5014270086925362,0.4984326454783893,0.49509800279577126,0.5209686483738813,0.5454107357867944,0.5581844529038422
Ninh Thuan,0.4796319785738873,0.46794352300833764,0.37507159557090625,0.39807310339661,0.4180091822001211,0.5011190331051224,0.48806119877159265,0.479807161596922,0.4601364685309314,0.4726305402300572,0.523791105443289,0.5270760872389664
Phu Tho,0.48071837232059017,0.3888586269421613,0.4235251009255035,0.46650604578510063,0.37657631080090725,0.4218896573553866,0.49164120066503797,0.5319417722712855,0.48187232492772003,0.4567936599442821,0.5345190180437862,0.5072482634986266
Phu Yen,0.4978688735670778,0.4179120680703104,0.34471471227870504,0.37025022030292176,0.38959501022699494,0.5033780235779366,0.45494374316589997,0.4565052302122849,0.36888771860262043,0.44290214141525647,0.5346515557588408,0.5423040369058113
Quang Binh,0.6327585885391336,0.49643236507074356,0.35601177210585416,0.36832259279115714,0.3989098084429714,0.49695427276275056,0.49799471911968335,0.5424085727544234,0.5244154087691836,0.5517827544132843,0.5147602943530725,0.5656409706921577
Quang Nam,0.5660024331497947,0.4753085939737111,0.34795645912168865,0.3506521207468497,0.3552115547735068,0.4510335208680259,0.43368892024125305,0.49088731550271897,0.47945316400609356,0.504599471815729,0.5552284953894323,0.5592851625309148
Quang Ngai,0.5174059983601974,0.4411997918398895,0.36355611145127376,0.39563507838279255,0.40908518581288256,0.49514938145817156,0.43027264297921664,0.4657073893313139,0.4591526224579467,0.5079146559838329,0.5711156890766332,0.5806554942146935
Quang Ninh,0.573988492304094,0.43358381790663975,0.5002592348129344,0.5299077510218049,0.5192286974020754,0.5369284118251577,0.5617303902079254,0.5564313571975205,0.5254124522915472,0.5035984077737373,0.5212767886458405,0.5253561784226136
Quang Tri,0.6061958095031216,0.48898107297571075,0.32398480262344087,0.3240936341494919,0.3868000189132269,0.47624068995859564,0.45405798450716855,0.5075143973511438,0.49096111478642473,0.5381558817645068,0.5305385445858742,0.5404136038513535
Soc Trang,0.42559490609352163,0.40673027713745175,0.3477655632819584,0.4146670559396954,0.463025523720293,0.5049495287793734,0.4603153149668403,0.5267613912744117,0.5393130698952845,0.56861031540351,0.49069630943244597,0.471619210453526
Son La,0.45483062561172083,0.33375025275484577,0.23747582918550156,0.37079384844375374,0.39508271258130506,0.4839901203822334,0.538625785090429,0.5724623174540255,0.5188622558591216,0.4701132946889048,0.541352632193529,0.46137251492933573
Tay Ninh,0.3890908299797109,0.254179413075939,0.19555049542439606,0.2429094575419884,0.2913006847821369,0.4290711046826068,0.4189607446852005,0.46162835894784604,0.40854335656679036,0.4775683990523754,0.4765950478777612,0.4761796350835586
Thai Binh,0.5691408324554504,0.47170720606095357,0.5286887732124184,0.5509118873594012,0.42365814635856425,0.43860007107853544,0.5273820924388731,0.4635005221905321,0.4227718564083907,0.4831440563530207,0.4737435578108763,0.5106332178699968
Thai Nguyen,0.4867952224140919,0.36461438982576866,0.4608382826561227,0.4984495987519903,0.39203637990022927,0.4232372345032777,0.47006105135498794,0.5779597885940351,0.5474865325480166,0.48358635881335166,0.5036037489223354,0.49667551919587416
Thanh Hoa,0.5312693491193659,0.37401183425039713,0.2949734410514351,0.43588942456605123,0.36212307008084627,0.4395870315021479,0.43784920338609445,0.4865939017579776,0.48314647529126703,0.4976085815372288,0.5159608380400049,0.4842926838727131
Thua Thien Hue,0.60734697722747,0.5116886027211078,0.37547404229550546,0.35530709857725334,0.39326912141258247,0.4630359994796106,0.4577596219197148,0.5068508931545087,0.5049887577157947,0.5368623375157903,0.5671512852842793,0.5529130079721163
Tien Giang,0.447465325554855,0.40576689536514493,0.34451721668180973,0.3305772606001132,0.3684642991860657,0.44717277699114916,0.4563224826515306,0.5293840952577789,0.5414443977528556,0.5345851811846186,0.4875486464121468,0.49207639687868004
Tra Vinh,0.4451387946119149,0.4401341819437014,0.36083851747642204,0.3912855167088883,0.43716987596209983,0.5324651725367887,0.5180033405726303,0.5621118146009586,0.5622239050042943,0.5311917975304893,0.4618369732019201,0.4916816868436549
Tuyen Quang,0.48647797562577816,0.4115360835902393,0.4809461381126885,0.49461758810713535,0.38292633559762607,0.43699675627383494,0.5242879597668942,0.6313939963282055,0.588670726932409,0.5256225350715873,0.5650598047977444,0.5159795560058618
Vinh Long,0.4187797903828557,0.39988895801420693,0.31890285010847436,0.3151758197942407,0.3753621291062889,0.43884416299488876,0.4270682272205691,0.49033068936803237,0.5106896817372293,0.5097346457231025,0.49562885533046913,0.4543362619019922
Vinh Phuc,0.49576310591678413,0.3781358513159956,0.4332517131810068,0.4883355610473291,0.430093178400158,0.4313819960398932,0.4606037355605406,0.5447134465623099,0.5162951641346938,0.5127161332799552,0.5561151191613195,0.536821839617616
Yen Bai,0.4736353235028398,0.41096151179469703,0.4216705642395916,0.4835304025423434,0.4294997224313388,0.44127195721813606,0.5217184713679226,0.5905215248857091,0.548169810238831,0.494956394067713,0.5505878401899357,0.4972635533135313
