Province,DHI202101,DHI202102,DHI202103,DHI202104,DHI202105,DHI202106,DHI202107,DHI202108,DHI202109,DHI202110,DHI202111,DHI202112
Nam Dinh,0.5728460690777395,0.559303683921384,0.5950443927919431,0.4277849334293768,0.5438506686793629,0.5868430077293405,0.5539242138845094,0.55295102021374,0.5071944928829152,0.5309209128489734,0.48137774961506924,0.5277128055842701
Nghe An,0.5129724689783174,0.3975116462584963,0.47167037803409256,0.35588129576896294,0.4465518868468686,0.4297493791856283,0.47298207741792636,0.5469239781303381,0.5373088273487079,0.5614600603968216,0.5413743305867333,0.5310772193869047
Ninh Binh,0.5615223110791264,0.5126837087786754,0.5279414267977334,0.38859646236235207,0.5014799138721782,0.5560761122314015,0.5362221007767977,0.5563509163559035,0.5294447182354903,0.5397595056108214,0.5224510421980584,0.547291988778044
Ninh Thuan,0.45495125419189475,0.45627014035388863,0.4848788297212116,0.460203595045058,0.4691021673651622,0.5411678985769323,0.6043937658664604,0.5991051138103564,0.5476024415109911,0.4811797152683948,0.4586325579001473,0.48801244420423295
Phu Tho,0.5073448070782346,0.4545886138996681,0.5440699965558599,0.3863151472727586,0.4665780348681684,0.5063409116760919,0.5910577764508435,0.62502786281275,0.5619736722515021,0.4603607367185401,0.4384537655440121,0.41641703121789286
Phu Yen,0.5282464217601415,0.48991158198789053,0.4900544712290684,0.46373957858716874,0.5132557498984511,0.5968795790772441,0.5936375230592793,0.6004765889270829,0.5346763313965599,0.5069740158872165,0.5049055089202019,0.48884252408808854
Quang Binh,0.5143641555295257,0.45198178086180973,0.5490266239580905,0.42803336908365475,0.5142295768190209,0.49923922000551174,0.49997954301308944,0.5533353903016773,0.49934425046099645,0.5456200254654338,0.5534178343560104,0.581917406730519
Quang Nam,0.5232599644985434,0.42546190907286996,0.5723481587505511,0.499111883526916,0.5541384318083047,0.5698500870662403,0.5995779324707917,0.6294086056428296,0.5577943056389039,0.5137684401548062,0.5221144540182804,0.5041761224923896
Quang Ngai,0.534367083630784,0.4715614052558495,0.5654709415941648,0.5360472642866109,0.6089782551237461,0.5982424026899644,0.6190150313683831,0.6531997450517157,0.5326935108798811,0.4919504378177527,0.5121782103871966,0.47659569544595454
Quang Ninh,0.6143284105414228,0.5181799833661211,0.65929161155171,0.524208059490038,0.5936642030985706,0.6101639299636087,0.6507883634840793,0.5746851537603613,0.48638362177026906,0.4335456430163628,0.42869828244522973,0.5059016030118507
Quang Tri,0.516054845084073,0.4275013006099076,0.525703109071312,0.4343844114400108,0.5309498062303363,0.5283286539307617,0.5127181757177025,0.5740297714878411,0.5213579149871203,0.5144147399263596,0.5503243045021013,0.5635913118131285
Soc Trang,0.4102683163198494,0.31812231622723697,0.4460868468434768,0.3857025353173532,0.4437719608277508,0.5116558572281866,0.5888615817323297,0.6551268683427426,0.6177076459936215,0.6333237931708174,0.4560564619440047,0.45563977601897804
Son La,0.5726070282484618,0.4287820095407466,0.4521278782497479,0.40541224804114,0.5567093984363136,0.5652811779918866,0.6577432510071833,0.6603508302267813,0.6319165718224761,0.5604350431621652,0.5106289347688623,0.4742383108651275
Tay Ninh,0.4014398594919269,0.32950398078980275,0.343024372980487,0.2642414326694112,0.27391094102906627,0.49862932779720825,0.5459716325945001,0.523499978542307,0.4441594654851113,0.4201362372386364,0.3987302900936963,0.3793506146515891
Thai Binh,0.5665019257959756,0.5381992555001603,0.5664821446816529,0.40543335082028226,0.5158557200594985,0.5814661199366425,0.5567488138620614,0.5355593419163738,0.45866449784499425,0.48687901647829723,0.41025019353321307,0.48390855822876927
Thai Nguyen,0.48481995923036614,0.4253180655732541,0.5695079925232988,0.46084445647433797,0.47534735492494157,0.5208213567015457,0.5959219218616375,0.6109655477733237,0.5246263912014504,0.4264184911077449,0.3798642536538877,0.38536800015760775
