Province,DHI201501,DHI201502,DHI201503,DHI201504,DHI201505,DHI201506,DHI201507,DHI201508,DHI201509,DHI201510,DHI201511,DHI201512
An Giang,0.5507859554867222,0.5662993646254062,0.6726506452177877,0.6707549196280597,0.7177259199428039,0.6900777048719308,0.7508335145347431,0.7388094545619008,0.7025699443324644,0.7050195205095658,0.6535038925907128,0.6559700457314872
Ba Ria - Vung Tau,0.661230331765288,0.6407355699098117,0.6278720341896025,0.6622403810973224,0.736725745075057,0.7214628256278245,0.707340808506883,0.6807582501484857,0.6863162476782084,0.675681538809404,0.6652211247692352,0.65779291621693
Bac Giang,0.4575852739856688,0.49054224869902086,0.5549603874160194,0.6289324243548341,0.591697630870061,0.5765201223434415,0.563786476483268,0.5379234969313959,0.4554847726609084,0.4635831473967662,0.402259607142302,0.42480025509111763
Bac Kan,0.4772898667267153,0.5620506640946347,0.5707670652190189,0.6120386534116933,0.5601839543868431,0.6017117392190213,0.6221256160387459,0.6240039790365842,0.5451857364811153,0.5592072676772459,0.5006582171506508,0.46155892765896667
Bac Lieu,0.4668266373872248,0.5023052167546832,0.5906964588649126,0.6537493343898744,0.7157345371260068,0.6555244183815859,0.6728949018399171,0.6771350343925502,0.6892897918088781,0.7052979656468389,0.6583786155916707,0.6491343790701978
Bac Ninh,0.5192442188466637,0.5660561974491465,0.5604322468362626,0.6118301357123846,0.61276150287817,0.6087683461441418,0.6060441958177286,0.5366294773280852,0.456166651309942,0.49370641308830254,0.4218551333534331,0.46357968676988065
Ben Tre,0.6139703755744919,0.596358375601313,0.5911156675249951,0.6436036445751196,0.7331720768263844,0.6887941945724761,0.7080665677469667,0.6776810178121384,0.6462892570072248,0.6029312203663588,0.5981964702499672,0.6054164618920189
Binh Dinh,0.5680444006707426,0.4992571715802442,0.6009754968678162,0.6279508761444953,0.684323622870168,0.6767554504030765,0.6042884957316033,0.5539521719220925,0.5791786644278577,0.6917599327947431,0.6167006719942563,0.59689713650317
Binh Duong,0.5607397047800065,0.5302008673394839,0.5302296748391205,0.5624612465896309,0.6152638891847595,0.5971273574914846,0.6281305848951748,0.6235289516969519,0.6024855910651834,0.5641207338356362,0.5335897337874465,0.543208733961248
Binh Phuoc,0.6372112282025532,0.6104354597274846,0.6060382586481636,0.6059685865659126,0.6718249570015753,0.6887764760475017,0.7031557002856119,0.6864791349601895,0.6961594082971473,0.6812599150085129,0.6383534135004673,0.6176137818794273
Binh Thuan,0.6821525329877093,0.6395477897521378,0.6744275761645008,0.6877062768951518,0.7514567304235265,0.7319961250785383,0.6814423181618643,0.6520898511652418,0.664148546608408,0.672041616535492,0.6563921397631202,0.644113059683418
Ca Mau,0.5770416425206225,0.6240848298537176,0.6952893689630508,0.7365790465132575,0.7667748562535731,0.698340797983376,0.7322376273904929,0.7012591748602844,0.6726507977334664,0.6704332286785828,0.6500224169629384,0.7007305104079949
Can Tho,0.5555667611752547,0.6332229675334038,0.6471104501845825,0.619429787571552,0.6997040559602702,0.69392624982797,0.7181286612110949,0.7011767499850388,0.7150392166041578,0.7708939557800701,0.7127149317540269,0.6579399631186947
Cao Bang,0.44901080525830944,0.5318370339783923,0.5399917588696648,0.6089414218932122,0.5574815127431731,0.5794032860063876,0.5941241455812108,0.5831984770027174,0.5076442544574093,0.5191787678844861,0.47028505540954696,0.44017845221003654
Da Nang,0.5931034046570078,0.5383284315803025,0.5857775171860907,0.5411777807338043,0.623387671357032,0.6487329847801342,0.624406536536351,0.6421183700675721,0.6497360669309432,0.6351690572810099,0.5970248830253125,0.6197499148692945
Dak Lak,0.5843661887830194,0.5480237728817783,0.6274025709503209,0.6887107151309594,0.7035493360621368,0.6587600459871276,0.579111452005963,0.5621597636901339,0.6010459423306542,0.6574703617610627,0.5897656405684871,0.6031135648702947
Dak Nong,0.6690960000000489,0.6603792643846731,0.7343359971035466,0.7259464606513342,0.744642117145037,0.6886549759672312,0.6597751174958766,0.611062245694537,0.6617054484247464,0.6693618431603473,0.6221805779216778,0.6390741551452603
Dien Bien,0.437138039761844,0.5337378382589761,0.517896174571818,0.5748751057917361,0.6796654699122975,0.6386987936547807,0.5738662965826559,0.5203929277077338,0.47244292721498987,0.5361156600183892,0.5214811196118276,0.4526049724838937
Dong Nai,0.598398270355501,0.5881080266162564,0.5870934779891499,0.6121934966628201,0.6718865269111427,0.6607336614788978,0.6573316758412607,0.6432248187013229,0.6337231206414723,0.602904111355415,0.5755208664712986,0.570742727461605
Dong Thap,0.5973615765161677,0.6492411255393621,0.6404246501917731,0.6037410717319479,0.6867312590012193,0.6812224530073078,0.7101229822878761,0.6988196139629429,0.7092627704500745,0.7180933718699201,0.6335851538588251,0.6140371481255351
